Numero do Artigo,Texto do Artigo
"118","Art. 118 O representante é obrigado a provar às pessoas, com quem tratar em nome do representado, a sua qualidade e a extensão de seus poderes, sob pena de, não o fazendo, responder pelos atos que a estes excederem."
"119","Art. 119 É anulável o negócio concluído pelo representante em conflito de interesses com o representado, se tal fato era ou devia ser do conhecimento de quem com aquele tratou.
Parágrafo único. É de cento e oitenta dias, a contar da conclusão do negócio ou da cessação da incapacidade, o prazo de decadência para pleitear-se a anulação prevista neste artigo."
"120","Art. 120 Os requisitos e os efeitos da representação legal são os estabelecidos nas normas respectivas; os da representação voluntária são os da Parte Especial deste Código."
"121","Art. 121 Considera-se condição a cláusula que, derivando exclusivamente da vontade das partes, subordina o efeito do negócio jurídico a evento futuro e incerto."
"122","Art. 122 São lícitas, em geral, todas as condições não contrárias à lei, à ordem pública ou aos bons costumes; entre as condições defesas se incluem as que privarem de todo efeito o negócio jurídico, ou o sujeitarem ao puro arbítrio de uma das partes."
"123","Art. 123 Invalidam os negócios jurídicos que lhes são subordinados:
I – as condições física ou juridicamente impossíveis, quando suspensivas;
II – as condições ilícitas, ou de fazer coisa ilícita;
III – as condições incompreensíveis ou contraditórias."
"124","Art. 124 Têm-se por inexistentes as condições impossíveis, quando resolutivas, e as de não fazer coisa impossível."
"125","Art. 125 Subordinando-se a eficácia do negócio jurídico à condição suspensiva, enquanto esta se não verificar, não se terá adquirido o direito, a que ele visa."
"126","Art. 126 Se alguém dispuser de uma coisa sob condição suspensiva, e, pendente esta, fizer quanto àquela novas disposições, estas não terão valor, realizada a condição, se com ela forem incompatíveis."
"127","Art. 127 Se for resolutiva a condição, enquanto esta se não realizar, vigorará o negócio jurídico, podendo exercer-se desde a conclusão deste o direito por ele estabelecido."
"128","Art. 128 Sobrevindo a condição resolutiva, extingue-se, para todos os efeitos, o direito a que ela se opõe; mas, se aposta a um negócio de execução continuada ou periódica, a sua realização, salvo disposição em contrário, não tem eficácia quanto aos atos já praticados, desde que compatíveis com a natureza da condição pendente e conforme aos ditames de boa-fé."
"129","Art. 129 Reputa-se verificada, quanto aos efeitos jurídicos, a condição cujo implemento for maliciosamente obstado pela parte a quem desfavorecer, considerando-se, ao contrário, não verificada a condição maliciosamente levada a efeito por aquele a quem aproveita o seu implemento."
"130","Art. 130 Ao titular do direito eventual, nos casos de condição suspensiva ou resolutiva, é permitido praticar os atos destinados a conservá-lo."
"131","Art. 131 O termo inicial suspende o exercício, mas não a aquisição do direito."
"132","Art. 132 Salvo disposição legal ou convencional em contrário, computam-se os prazos, excluído o dia do começo, e incluído o do vencimento.
§ 1 o Se o dia do vencimento cair em feriado, considerar-se-á prorrogado o prazo até o seguinte dia útil.
§ 2 o Meado considera-se, em qualquer mês, o seu décimo quinto dia.
§ 3 o Os prazos de meses e anos expiram no dia de igual número do de início, ou no imediato, se faltar exata correspondência.
§ 4 o Os prazos fixados por hora contar-se-ão de minuto a minuto."
"133","Art. 133 Nos testamentos, presume-se o prazo em favor do herdeiro, e, nos contratos, em proveito do devedor, salvo, quanto a esses, se do teor do instrumento, ou das circunstâncias, resultar que se estabeleceu a benefício do credor, ou de ambos os contratantes."
"134","Art. 134 Os negócios jurídicos entre vivos, sem prazo, são exeqüíveis desde logo, salvo se a execução tiver de ser feita em lugar diverso ou depender de tempo."
"135","Art. 135 Ao termo inicial e final aplicam-se, no que couber, as disposições relativas à condição suspensiva e resolutiva."
"136","Art. 136 O encargo não suspende a aquisição nem o exercício do direito, salvo quando expressamente imposto no negócio jurídico, pelo disponente, como condição suspensiva."
"137","Art. 137 Considera-se não escrito o encargo ilícito ou impossível, salvo se constituir o motivo determinante da liberalidade, caso em que se invalida o negócio jurídico."
"138","Art. 138 São anuláveis os negócios jurídicos, quando as declarações de vontade emanarem de erro substancial que poderia ser percebido por pessoa de diligência normal, em face das circunstâncias do negócio."
"139","Art. 139 O erro é substancial quando:
I – interessa à natureza do negócio, ao objeto principal da declaração, ou a alguma das qualidades a ele essenciais;
II – concerne à identidade ou à qualidade essencial da pessoa a quem se refira a declaração de vontade, desde que tenha influído nesta de modo relevante;
III – sendo de direito e não implicando recusa à aplicação da lei, for o motivo único ou principal do negócio jurídico."
"140","Art. 140 O falso motivo só vicia a declaração de vontade quando expresso como razão determinante."
"141","Art. 141 A transmissão errônea da vontade por meios interpostos é anulável nos mesmos casos em que o é a declaração direta."
"142","Art. 142 O erro de indicação da pessoa ou da coisa, a que se referir a declaração de vontade, não viciará o negócio quando, por seu contexto e pelas circunstâncias, se puder identificar a coisa ou pessoa cogitada."
"143","Art. 143 O erro de cálculo apenas autoriza a retificação da declaração de vontade."
"144","Art. 144 O erro não prejudica a validade do negócio jurídico quando a pessoa, a quem a manifestação de vontade se dirige, se oferecer para executá-la na conformidade da vontade real do manifestante."
"145","Art. 145 São os negócios jurídicos anuláveis por dolo, quando este for a sua causa."
"146","Art. 146 O dolo acidental só obriga à satisfação das perdas e danos, e é acidental quando, a seu despeito, o negócio seria realizado, embora por outro modo."
"147","Art. 147 Nos negócios jurídicos bilaterais, o silêncio intencional de uma das partes a respeito de fato ou qualidade que a outra parte haja ignorado, constitui omissão dolosa, provando-se que sem ela o negócio não se teria celebrado."
"148","Art. 148 Pode também ser anulado o negócio jurídico por dolo de terceiro, se a"
"149","Art. 149 O dolo do representante legal de uma das partes só obriga o representado a responder civilmente até a importância do proveito que teve; se, porém, o dolo for do representante convencional, o representado responderá solidariamente com ele por perdas e danos."
"150","Art. 150 Se ambas as partes procederem com dolo, nenhuma pode alegá-lo para anular o negócio, ou reclamar indenização."
"151","Art. 151 A coação, para viciar a declaração da vontade, há de ser tal que incuta ao paciente fundado temor de dano iminente e considerável à sua pessoa, à sua família, ou aos seus bens.
Parágrafo único. Se disser respeito a pessoa não pertencente à família do paciente, o juiz, com base nas circunstâncias, decidirá se houve coação."
"152","Art. 152 No apreciar a coação, ter-se-ão em conta o sexo, a idade, a condição, a saúde, o temperamento do paciente e todas as demais circunstâncias que possam influir na gravidade dela."
"153","Art. 153 Não se considera coação a ameaça do exercício normal de um direito, nem o simples temor reverencial."
"154","Art. 154 Vicia o negócio jurídico a coação exercida por terceiro, se dela tivesse ou devesse ter conhecimento a parte a que aproveite, e esta responderá solidariamente com aquele por perdas e danos."
"155","Art. 155 Subsistirá o negócio jurídico, se a coação decorrer de terceiro, sem que a parte a que aproveite dela tivesse ou devesse ter conhecimento; mas o autor da coação responderá por todas as perdas e danos que houver causado ao coacto."
"156","Art. 156 Configura-se o estado de perigo quando alguém, premido da necessidade de salvar-se, ou a pessoa de sua família, de grave dano conhecido pela outra parte, assume obrigação excessivamente onerosa.
Parágrafo único. Tratando-se de pessoa não pertencente à família do declarante, o juiz decidirá segundo as circunstâncias."
"157","Art. 157 Ocorre a lesão quando uma pessoa, sob premente necessidade, ou por inexperiência, se obriga a prestação manifestamente desproporcional ao valor da prestação oposta.
§ 1 o Aprecia-se a desproporção das prestações segundo os valores vigentes ao tempo em que foi celebrado o negócio jurídico.
§ 2 o Não se decretará a anulação do negócio, se for oferecido suplemento suficiente, ou se a parte favorecida concordar com a redução do proveito."
"158","Art. 158 Os negócios de transmissão gratuita de bens ou remissão de dívida, se os praticar o devedor já insolvente, ou por eles reduzido à insolvência, ainda quando o ignore, poderão ser anulados pelos credores quirografários, como lesivos dos seus direitos.
§ 1 o Igual direito assiste aos credores cuja garantia se tornar insuficiente.
§ 2 o Só os credores que já o eram ao tempo daqueles atos podem pleitear a anulação deles."
